0,1,2,3,4
1.0791574800240096,0.3027096060094355,0.0,-1.079157480024008,0.3027096060094355
0.1378256524421827,0.3027096060094355,0.0,-0.1378256524421812,0.3027096060094355
1.0094291964994297,0.3027096060094355,0.0,-1.0094291964994282,0.3027096060094355
-1.9888869950575,0.3027096060094355,0.0,1.9888869950575014,0.3027096060094355
0.9745650547371398,1.7646848883661177,0.0,-0.9745650547371384,1.7646848883661177
0.7305160624011107,-2.621240958703929,0.0,-0.7305160624011092,-2.621240958703929
1.1140216217862993,0.3027096060094355,0.0,-1.114021621786298,0.3027096060094355
0.03323322715531306,0.3027096060094355,0.0,-0.033233227155311566,0.3027096060094355
-0.24567990694300598,0.3027096060094355,0.0,0.24567990694300748,0.3027096060094355
-0.35027233222987564,-1.1592656763472469,0.0,0.35027233222987714,-1.1592656763472469
1.183749905310879,0.3027096060094355,0.0,-1.1837499053108775,0.3027096060094355
-0.4200006157544554,-1.1592656763472469,0.0,0.42000061575445685,-1.1592656763472469
-1.5007890103854418,-1.1592656763472469,0.0,1.500789010385443,-1.1592656763472469
-0.07135919813155658,-1.1592656763472469,0.0,0.07135919813155807,-1.1592656763472469
1.1140216217862993,0.3027096060094355,0.0,-1.114021621786298,0.3027096060094355
-0.4897288992790351,0.3027096060094355,0.0,0.4897288992790366,0.3027096060094355
1.1488857635485892,1.7646848883661177,0.0,-1.1488857635485878,1.7646848883661177
-1.4659248686231519,0.3027096060094355,0.0,1.4659248686231532,0.3027096060094355
1.0442933382617197,0.3027096060094355,0.0,-1.044293338261718,0.3027096060094355
0.1378256524421827,0.3027096060094355,0.0,-0.1378256524421812,0.3027096060094355
-0.14108748165613635,0.3027096060094355,0.0,0.14108748165613783,0.3027096060094355
1.218614047073169,0.3027096060094355,0.0,-1.2186140470731675,0.3027096060094355
-0.7337778916150643,0.3027096060094355,0.0,0.7337778916150658,0.3027096060094355
1.218614047073169,0.3027096060094355,0.0,-1.2186140470731675,0.3027096060094355
-0.524593041041325,-1.1592656763472469,0.0,0.5245930410413265,-1.1592656763472469
-1.5705172939100214,-2.621240958703929,0.0,1.570517293910023,-2.621240958703929
-1.8145662862460505,0.3027096060094355,0.0,1.814566286246052,0.3027096060094355
-0.2108157651807161,0.3027096060094355,0.0,0.2108157651807176,0.3027096060094355
1.218614047073169,0.3027096060094355,0.0,-1.2186140470731675,0.3027096060094355
-0.45486475751674527,1.7646848883661177,0.0,0.45486475751674676,1.7646848883661177
1.1488857635485892,-1.1592656763472469,0.0,-1.1488857635485878,-1.1592656763472469
1.1140216217862993,1.7646848883661177,0.0,-1.114021621786298,1.7646848883661177
0.7653802041634006,0.3027096060094355,0.0,-0.765380204163399,0.3027096060094355
-0.6291854663281947,0.3027096060094355,0.0,0.6291854663281962,0.3027096060094355
-0.6640496080904845,0.3027096060094355,0.0,0.6640496080904861,0.3027096060094355
-0.24567990694300598,0.3027096060094355,0.0,0.24567990694300748,0.3027096060094355
-0.45486475751674527,-1.1592656763472469,0.0,0.45486475751674676,-1.1592656763472469
0.38187464477821187,-1.1592656763472469,0.0,-0.38187464477821037,-1.1592656763472469
0.10296151067989281,0.3027096060094355,0.0,-0.10296151067989133,0.3027096060094355
